,,Arsenal,Everton,Fulham,Manchester City,Newcastle United,Queens Park Rangers,Reading,West Bromwich Albion,West Ham United,Wigan Athletic,Aston Villa,Chelsea,Liverpool,Manchester United,Norwich City,Southampton,Stoke City,Sunderland,Swansea City,Tottenham Hotspur
Queens Park Rangers vs Reading,tie%,,,,,,18.099999999999998,18.099999999999998,,,,,,,,,,,,,
Queens Park Rangers vs Reading,avg_goles,,,,,,1.098,2.409,,,,,,,,,,,,,
Queens Park Rangers vs Reading,avg_tiros,,,,,,11.147,10.942,,,,,,,,,,,,,
Queens Park Rangers vs Reading,avg_pases,,,,,,280.101,208.126,,,,,,,,,,,,,
Queens Park Rangers vs Reading,avg_quites,,,,,,120.941,104.518,,,,,,,,,,,,,
Queens Park Rangers vs West Bromwich Albion,win%,,,,,,9.5,,76.5,,,,,,,,,,,,
Queens Park Rangers vs West Bromwich Albion,loss%,,,,,,76.5,,9.5,,,,,,,,,,,,
Queens Park Rangers vs West Bromwich Albion,tie%,,,,,,14.000000000000002,,14.000000000000002,,,,,,,,,,,,
Queens Park Rangers vs West Bromwich Albion,avg_goles,,,,,,0.959,,2.915,,,,,,,,,,,,
Queens Park Rangers vs West Bromwich Albion,avg_tiros,,,,,,10.849,,12.789,,,,,,,,,,,,
Queens Park Rangers vs West Bromwich Albion,avg_pases,,,,,,260.834,,239.176,,,,,,,,,,,,
Queens Park Rangers vs West Bromwich Albion,avg_quites,,,,,,124.056,,104.912,,,,,,,,,,,,
Queens Park Rangers vs West Ham United,win%,,,,,,12.1,,,73.1,,,,,,,,,,,
Queens Park Rangers vs West Ham United,loss%,,,,,,73.1,,,12.1,,,,,,,,,,,
Queens Park Rangers vs West Ham United,tie%,,,,,,14.799999999999999,,,14.799999999999999,,,,,,,,,,,
Queens Park Rangers vs West Ham United,avg_goles,,,,,,1.097,,,2.826,,,,,,,,,,,
Queens Park Rangers vs West Ham United,avg_tiros,,,,,,12.256,,,12.499,,,,,,,,,,,
Queens Park Rangers vs West Ham United,avg_pases,,,,,,237.714,,,234.657,,,,,,,,,,,
Queens Park Rangers vs West Ham United,avg_quites,,,,,,116.149,,,133.217,,,,,,,,,,,
Queens Park Rangers vs Wigan Athletic,win%,,,,,,12.5,,,,70.5,,,,,,,,,,
Queens Park Rangers vs Wigan Athletic,loss%,,,,,,70.5,,,,12.5,,,,,,,,,,
Queens Park Rangers vs Wigan Athletic,tie%,,,,,,17.0,,,,17.0,,,,,,,,,,
Queens Park Rangers vs Wigan Athletic,avg_goles,,,,,,0.887,,,,2.377,,,,,,,,,,
Queens Park Rangers vs Wigan Athletic,avg_tiros,,,,,,8.582,,,,14.603,,,,,,,,,,
Queens Park Rangers vs Wigan Athletic,avg_pases,,,,,,249.533,,,,306.939,,,,,,,,,,
Queens Park Rangers vs Wigan Athletic,avg_quites,,,,,,130.656,,,,79.578,,,,,,,,,,
Queens Park Rangers vs Aston Villa,win%,,,,,,17.7,,,,,66.10000000000001,,,,,,,,,
Queens Park Rangers vs Aston Villa,loss%,,,,,,66.10000000000001,,,,,17.7,,,,,,,,,
Queens Park Rangers vs Aston Villa,tie%,,,,,,16.2,,,,,16.2,,,,,,,,,
Queens Park Rangers vs Aston Villa,avg_goles,,,,,,1.216,,,,,2.55,,,,,,,,,
Queens Park Rangers vs Aston Villa,avg_tiros,,,,,,11.408,,,,,12.333,,,,,,,,,
Queens Park Rangers vs Aston Villa,avg_pases,,,,,,248.773,,,,,221.503,,,,,,,,,
Queens Park Rangers vs Aston Villa,avg_quites,,,,,,134.427,,,,,111.557,,,,,,,,,
Queens Park Rangers vs Chelsea,win%,,,,,,9.1,,,,,,78.5,,,,,,,,
Queens Park Rangers vs Chelsea,loss%,,,,,,78.5,,,,,,9.1,,,,,,,,
Queens Park Rangers vs Chelsea,tie%,,,,,,12.4,,,,,,12.4,,,,,,,,
Queens Park Rangers vs Chelsea,avg_goles,,,,,,1.087,,,,,,3.245,,,,,,,,
Queens Park Rangers vs Chelsea,avg_tiros,,,,,,10.005,,,,,,15.869,,,,,,,,
Queens Park Rangers vs Chelsea,avg_pases,,,,,,220.724,,,,,,308.579,,,,,,,,
Queens Park Rangers vs Chelsea,avg_quites,,,,,,123.794,,,,,,95.174,,,,,,,,
Queens Park Rangers vs Liverpool,win%,,,,,,21.9,,,,,,,61.0,,,,,,,
Queens Park Rangers vs Liverpool,loss%,,,,,,61.0,,,,,,,21.9,,,,,,,
Queens Park Rangers vs Liverpool,tie%,,,,,,17.1,,,,,,,17.1,,,,,,,
Queens Park Rangers vs Liverpool,avg_goles,,,,,,1.186,,,,,,,2.167,,,,,,,
Queens Park Rangers vs Liverpool,avg_tiros,,,,,,9.07,,,,,,,14.802,,,,,,,
Queens Park Rangers vs Liverpool,avg_pases,,,,,,223.79,,,,,,,320.045,,,,,,,
Queens Park Rangers vs Liverpool,avg_quites,,,,,,130.711,,,,,,,92.704,,,,,,,
Queens Park Rangers vs Manchester United,win%,,,,,,11.0,,,,,,,,74.1,,,,,,
Queens Park Rangers vs Manchester United,loss%,,,,,,74.1,,,,,,,,11.0,,,,,,
Queens Park Rangers vs Manchester United,tie%,,,,,,14.899999999999999,,,,,,,,14.899999999999999,,,,,,
Queens Park Rangers vs Manchester United,avg_goles,,,,,,1.013,,,,,,,,2.683,,,,,,
Queens Park Rangers vs Manchester United,avg_tiros,,,,,,8.627,,,,,,,,12.499,,,,,,
Queens Park Rangers vs Manchester United,avg_pases,,,,,,226.494,,,,,,,,316.573,,,,,,
Queens Park Rangers vs Manchester United,avg_quites,,,,,,125.387,,,,,,,,93.14,,,,,,
Queens Park Rangers vs Norwich City,win%,,,,,,17.1,,,,,,,,,61.199999999999996,,,,,
Queens Park Rangers vs Norwich City,loss%,,,,,,61.199999999999996,,,,,,,,,17.1,,,,,
Queens Park Rangers vs Norwich City,tie%,,,,,,21.7,,,,,,,,,21.7,,,,,
Queens Park Rangers vs Norwich City,avg_goles,,,,,,1.041,,,,,,,,,2.047,,,,,
Queens Park Rangers vs Norwich City,avg_tiros,,,,,,10.122,,,,,,,,,11.331,,,,,
Queens Park Rangers vs Norwich City,avg_pases,,,,,,266.989,,,,,,,,,216.348,,,,,
Queens Park Rangers vs Norwich City,avg_quites,,,,,,137.521,,,,,,,,,101.603,,,,,
Queens Park Rangers vs Southampton,win%,,,,,,62.7,,,,,,,,,,24.099999999999998,,,,
Queens Park Rangers vs Southampton,loss%,,,,,,24.099999999999998,,,,,,,,,,62.7,,,,
Queens Park Rangers vs Southampton,tie%,,,,,,13.200000000000001,,,,,,,,,,13.200000000000001,,,,
Queens Park Rangers vs Southampton,avg_goles,,,,,,3.927,,,,,,,,,,2.61,,,,
Queens Park Rangers vs Southampton,avg_tiros,,,,,,8.093,,,,,,,,,,14.598,,,,
Queens Park Rangers vs Southampton,avg_pases,,,,,,224.433,,,,,,,,,,293.215,,,,
Queens Park Rangers vs Southampton,avg_quites,,,,,,121.918,,,,,,,,,,116.145,,,,
Queens Park Rangers vs Stoke City,win%,,,,,,14.499999999999998,,,,,,,,,,,67.5,,,
Queens Park Rangers vs Stoke City,loss%,,,,,,67.5,,,,,,,,,,,14.499999999999998,,,
Queens Park Rangers vs Stoke City,tie%,,,,,,18.0,,,,,,,,,,,18.0,,,
Queens Park Rangers vs Stoke City,avg_goles,,,,,,0.792,,,,,,,,,,,2.098,,,
Queens Park Rangers vs Stoke City,avg_tiros,,,,,,10.84,,,,,,,,,,,9.072,,,
Queens Park Rangers vs Stoke City,avg_pases,,,,,,235.409,,,,,,,,,,,225.108,,,
Queens Park Rangers vs Stoke City,avg_quites,,,,,,132.229,,,,,,,,,,,129.842,,,
Queens Park Rangers vs Sunderland,win%,,,,,,16.7,,,,,,,,,,,,60.3,,
Queens Park Rangers vs Sunderland,loss%,,,,,,60.3,,,,,,,,,,,,16.7,,
Queens Park Rangers vs Sunderland,tie%,,,,,,23.0,,,,,,,,,,,,23.0,,
Queens Park Rangers vs Sunderland,avg_goles,,,,,,0.833,,,,,,,,,,,,1.784,,
Queens Park Rangers vs Sunderland,avg_tiros,,,,,,10.485,,,,,,,,,,,,10.583,,
Queens Park Rangers vs Sunderland,avg_pases,,,,,,257.276,,,,,,,,,,,,208.669,,
Queens Park Rangers vs Sunderland,avg_quites,,,,,,139.478,,,,,,,,,,,,109.314,,
Queens Park Rangers vs Swansea City,win%,,,,,,9.9,,,,,,,,,,,,,71.5,
Queens Park Rangers vs Swansea City,loss%,,,,,,71.5,,,,,,,,,,,,,9.9,
Queens Park Rangers vs Swansea City,tie%,,,,,,18.6,,,,,,,,,,,,,18.6,
Queens Park Rangers vs Swansea City,avg_goles,,,,,,0.723,,,,,,,,,,,,,2.307,
Queens Park Rangers vs Swansea City,avg_tiros,,,,,,8.607,,,,,,,,,,,,,13.014,
Queens Park Rangers vs Swansea City,avg_pases,,,,,,228.476,,,,,,,,,,,,,336.727,
Queens Park Rangers vs Swansea City,avg_quites,,,,,,126.343,,,,,,,,,,,,,86.976,
Queens Park Rangers vs Tottenham Hotspur,win%,,,,,,8.200000000000001,,,,,,,,,,,,,,76.5
Queens Park Rangers vs Tottenham Hotspur,loss%,,,,,,76.5,,,,,,,,,,,,,,8.200000000000001
Queens Park Rangers vs Tottenham Hotspur,tie%,,,,,,15.299999999999999,,,,,,,,,,,,,,15.299999999999999
Queens Park Rangers vs Tottenham Hotspur,avg_goles,,,,,,0.888,,,,,,,,,,,,,,2.874
Queens Park Rangers vs Tottenham Hotspur,avg_tiros,,,,,,9.182,,,,,,,,,,,,,,18.142
Queens Park Rangers vs Tottenham Hotspur,avg_pases,,,,,,256.198,,,,,,,,,,,,,,252.091
Queens Park Rangers vs Tottenham Hotspur,avg_quites,,,,,,132.607,,,,,,,,,,,,,,90.327
Reading vs West Bromwich Albion,win%,,,,,,,35.699999999999996,49.5,,,,,,,,,,,,
Reading vs West Bromwich Albion,loss%,,,,,,,49.5,35.699999999999996,,,,,,,,,,,,
Reading vs West Bromwich Albion,tie%,,,,,,,14.799999999999999,14.799999999999999,,,,,,,,,,,,
Reading vs West Bromwich Albion,avg_goles,,,,,,,2.981,3.376,,,,,,,,,,,,
Reading vs West Bromwich Albion,avg_tiros,,,,,,,11.996,14.214,,,,,,,,,,,,
Reading vs West Bromwich Albion,avg_pases,,,,,,,228.124,292.485,,,,,,,,,,,,
Reading vs West Bromwich Albion,avg_quites,,,,,,,105.821,103.885,,,,,,,,,,,,
Reading vs West Ham United,win%,,,,,,,30.2,,55.7,,,,,,,,,,,
Reading vs West Ham United,loss%,,,,,,,55.7,,30.2,,,,,,,,,,,
Reading vs West Ham United,tie%,,,,,,,14.099999999999998,,14.099999999999998,,,,,,,,,,,
Reading vs West Ham United,avg_goles,,,,,,,2.727,,3.629,,,,,,,,,,,
Reading vs West Ham United,avg_tiros,,,,,,,13.659,,14.119,,,,,,,,,,,
Reading vs West Ham United,avg_pases,,,,,,,213.749,,274.587,,,,,,,,,,,
Reading vs West Ham United,avg_quites,,,,,,,101.386,,132.053,,,,,,,,,,,
Reading vs Wigan Athletic,win%,,,,,,,27.1,,,55.900000000000006,,,,,,,,,,
Reading vs Wigan Athletic,loss%,,,,,,,55.900000000000006,,,27.1,,,,,,,,,,
Reading vs Wigan Athletic,tie%,,,,,,,17.0,,,17.0,,,,,,,,,,
Reading vs Wigan Athletic,avg_goles,,,,,,,2.032,,,2.901,,,,,,,,,,
Reading vs Wigan Athletic,avg_tiros,,,,,,,9.021,,,16.495,,,,,,,,,,
Reading vs Wigan Athletic,avg_pases,,,,,,,206.888,,,375.076,,,,,,,,,,
Reading vs Wigan Athletic,avg_quites,,,,,,,105.115,,,79.319,,,,,,,,,,
Reading vs Aston Villa,win%,,,,,,,48.3,,,,36.8,,,,,,,,,
Reading vs Aston Villa,loss%,,,,,,,36.8,,,,48.3,,,,,,,,,
Reading vs Aston Villa,tie%,,,,,,,14.899999999999999,,,,14.899999999999999,,,,,,,,,
Reading vs Aston Villa,avg_goles,,,,,,,3.16,,,,2.763,,,,,,,,,
Reading vs Aston Villa,avg_tiros,,,,,,,12.609,,,,12.809,,,,,,,,,
Reading vs Aston Villa,avg_pases,,,,,,,213.182,,,,275.822,,,,,,,,,
Reading vs Aston Villa,avg_quites,,,,,,,111.821,,,,116.154,,,,,,,,,
Reading vs Chelsea,win%,,,,,,,24.4,,,,,61.6,,,,,,,,
Reading vs Chelsea,loss%,,,,,,,61.6,,,,,24.4,,,,,,,,
Reading vs Chelsea,tie%,,,,,,,14.000000000000002,,,,,14.000000000000002,,,,,,,,
Reading vs Chelsea,avg_goles,,,,,,,2.564,,,,,3.815,,,,,,,,
Reading vs Chelsea,avg_tiros,,,,,,,10.971,,,,,18.321,,,,,,,,
Reading vs Chelsea,avg_pases,,,,,,,189.689,,,,,368.886,,,,,,,,
Reading vs Chelsea,avg_quites,,,,,,,102.456,,,,,91.618,,,,,,,,
Reading vs Liverpool,win%,,,,,,,43.5,,,,,,39.5,,,,,,,
Reading vs Liverpool,loss%,,,,,,,39.5,,,,,,43.5,,,,,,,
Reading vs Liverpool,tie%,,,,,,,17.0,,,,,,17.0,,,,,,,
Reading vs Liverpool,avg_goles,,,,,,,2.664,,,,,,2.464,,,,,,,
Reading vs Liverpool,avg_tiros,,,,,,,10.057,,,,,,16.026,,,,,,,
Reading vs Liverpool,avg_pases,,,,,,,183.347,,,,,,390.615,,,,,,,
Reading vs Liverpool,avg_quites,,,,,,,103.549,,,,,,92.062,,,,,,,
Reading vs Manchester United,win%,,,,,,,33.6,,,,,,,51.2,,,,,,
Reading vs Manchester United,loss%,,,,,,,51.2,,,,,,,33.6,,,,,,
Reading vs Manchester United,tie%,,,,,,,15.2,,,,,,,15.2,,,,,,
Reading vs Manchester United,avg_goles,,,,,,,2.575,,,,,,,3.073,,,,,,
Reading vs Manchester United,avg_tiros,,,,,,,10.118,,,,,,,13.323,,,,,,
Reading vs Manchester United,avg_pases,,,,,,,190.568,,,,,,,385.62,,,,,,
Reading vs Manchester United,avg_quites,,,,,,,104.047,,,,,,,94.138,,,,,,
Reading vs Norwich City,win%,,,,,,,40.1,,,,,,,,42.6,,,,,
Reading vs Norwich City,loss%,,,,,,,42.6,,,,,,,,40.1,,,,,
Reading vs Norwich City,tie%,,,,,,,17.299999999999997,,,,,,,,17.299999999999997,,,,,
Reading vs Norwich City,avg_goles,,,,,,,2.373,,,,,,,,2.485,,,,,
Reading vs Norwich City,avg_tiros,,,,,,,10.859,,,,,,,,12.629,,,,,
Reading vs Norwich City,avg_pases,,,,,,,235.035,,,,,,,,268.831,,,,,
Reading vs Norwich City,avg_quites,,,,,,,113.865,,,,,,,,101.345,,,,,
Reading vs Southampton,win%,,,,,,,86.2,,,,,,,,,7.1,,,,
Reading vs Southampton,loss%,,,,,,,7.1,,,,,,,,,86.2,,,,
Reading vs Southampton,tie%,,,,,,,6.7,,,,,,,,,6.7,,,,
Reading vs Southampton,avg_goles,,,,,,,7.036,,,,,,,,,3.205,,,,
Reading vs Southampton,avg_tiros,,,,,,,8.519,,,,,,,,,16.884,,,,
Reading vs Southampton,avg_pases,,,,,,,187.317,,,,,,,,,357.098,,,,
Reading vs Southampton,avg_quites,,,,,,,101.098,,,,,,,,,115.505,,,,
Reading vs Stoke City,win%,,,,,,,39.2,,,,,,,,,,40.5,,,
Reading vs Stoke City,loss%,,,,,,,40.5,,,,,,,,,,39.2,,,
Reading vs Stoke City,tie%,,,,,,,20.3,,,,,,,,,,20.3,,,
Reading vs Stoke City,avg_goles,,,,,,,2.43,,,,,,,,,,2.406,,,
Reading vs Stoke City,avg_tiros,,,,,,,11.558,,,,,,,,,,9.655,,,
Reading vs Stoke City,avg_pases,,,,,,,209.263,,,,,,,,,,267.188,,,
Reading vs Stoke City,avg_quites,,,,,,,113.591,,,,,,,,,,131.651,,,
Reading vs Sunderland,win%,,,,,,,48.3,,,,,,,,,,,30.9,,
Reading vs Sunderland,loss%,,,,,,,30.9,,,,,,,,,,,48.3,,
Reading vs Sunderland,tie%,,,,,,,20.8,,,,,,,,,,,20.8,,
Reading vs Sunderland,avg_goles,,,,,,,2.414,,,,,,,,,,,1.895,,
Reading vs Sunderland,avg_tiros,,,,,,,11.998,,,,,,,,,,,11.592,,
Reading vs Sunderland,avg_pases,,,,,,,221.464,,,,,,,,,,,266.167,,
Reading vs Sunderland,avg_quites,,,,,,,115.753,,,,,,,,,,,111.396,,
Reading vs Swansea City,win%,,,,,,,32.7,,,,,,,,,,,,47.3,
Reading vs Swansea City,loss%,,,,,,,47.3,,,,,,,,,,,,32.7,
Reading vs Swansea City,tie%,,,,,,,20.0,,,,,,,,,,,,20.0,
Reading vs Swansea City,avg_goles,,,,,,,2.062,,,,,,,,,,,,2.45,
Reading vs Swansea City,avg_tiros,,,,,,,8.759,,,,,,,,,,,,15.166,
Reading vs Swansea City,avg_pases,,,,,,,189.528,,,,,,,,,,,,404.746,
Reading vs Swansea City,avg_quites,,,,,,,103.403,,,,,,,,,,,,88.167,
Reading vs Tottenham Hotspur,win%,,,,,,,12.8,,,,,,,,,,,,,74.3
Reading vs Tottenham Hotspur,loss%,,,,,,,74.3,,,,,,,,,,,,,12.8
Reading vs Tottenham Hotspur,tie%,,,,,,,12.9,,,,,,,,,,,,,12.9
Reading vs Tottenham Hotspur,avg_goles,,,,,,,1.787,,,,,,,,,,,,,3.837
Reading vs Tottenham Hotspur,avg_tiros,,,,,,,8.793,,,,,,,,,,,,,21.96
Reading vs Tottenham Hotspur,avg_pases,,,,,,,214.744,,,,,,,,,,,,,307.922
Reading vs Tottenham Hotspur,avg_quites,,,,,,,112.494,,,,,,,,,,,,,95.483
West Bromwich Albion vs West Ham United,win%,,,,,,,,38.5,46.0,,,,,,,,,,,
West Bromwich Albion vs West Ham United,loss%,,,,,,,,46.0,38.5,,,,,,,,,,,
West Bromwich Albion vs West Ham United,tie%,,,,,,,,15.5,15.5,,,,,,,,,,,
West Bromwich Albion vs West Ham United,avg_goles,,,,,,,,3.438,3.716,,,,,,,,,,,
West Bromwich Albion vs West Ham United,avg_tiros,,,,,,,,16.07,14.274,,,,,,,,,,,
West Bromwich Albion vs West Ham United,avg_pases,,,,,,,,250.177,254.053,,,,,,,,,,,
West Bromwich Albion vs West Ham United,avg_quites,,,,,,,,100.644,133.37,,,,,,,,,,,
West Bromwich Albion vs Wigan Athletic,win%,,,,,,,,37.6,,45.7,,,,,,,,,,
West Bromwich Albion vs Wigan Athletic,loss%,,,,,,,,45.7,,37.6,,,,,,,,,,
West Bromwich Albion vs Wigan Athletic,tie%,,,,,,,,16.7,,16.7,,,,,,,,,,
West Bromwich Albion vs Wigan Athletic,avg_goles,,,,,,,,2.681,,2.994,,,,,,,,,,
West Bromwich Albion vs Wigan Athletic,avg_tiros,,,,,,,,11.16,,16.262,,,,,,,,,,
West Bromwich Albion vs Wigan Athletic,avg_pases,,,,,,,,250.398,,345.129,,,,,,,,,,
West Bromwich Albion vs Wigan Athletic,avg_quites,,,,,,,,105.512,,82.406,,,,,,,,,,
West Bromwich Albion vs Aston Villa,win%,,,,,,,,51.2,,,35.5,,,,,,,,,
West Bromwich Albion vs Aston Villa,loss%,,,,,,,,35.5,,,51.2,,,,,,,,,
West Bromwich Albion vs Aston Villa,tie%,,,,,,,,13.3,,,13.3,,,,,,,,,
West Bromwich Albion vs Aston Villa,avg_goles,,,,,,,,3.752,,,3.184,,,,,,,,,
West Bromwich Albion vs Aston Villa,avg_tiros,,,,,,,,14.978,,,13.104,,,,,,,,,
West Bromwich Albion vs Aston Villa,avg_pases,,,,,,,,251.198,,,252.149,,,,,,,,,
West Bromwich Albion vs Aston Villa,avg_quites,,,,,,,,111.267,,,118.548,,,,,,,,,
West Bromwich Albion vs Chelsea,win%,,,,,,,,39.2,,,,45.9,,,,,,,,
West Bromwich Albion vs Chelsea,loss%,,,,,,,,45.9,,,,39.2,,,,,,,,
West Bromwich Albion vs Chelsea,tie%,,,,,,,,14.899999999999999,,,,14.899999999999999,,,,,,,,
West Bromwich Albion vs Chelsea,avg_goles,,,,,,,,3.509,,,,3.734,,,,,,,,
West Bromwich Albion vs Chelsea,avg_tiros,,,,,,,,13.263,,,,18.003,,,,,,,,
West Bromwich Albion vs Chelsea,avg_pases,,,,,,,,226.546,,,,339.139,,,,,,,,
West Bromwich Albion vs Chelsea,avg_quites,,,,,,,,103.767,,,,94.711,,,,,,,,
West Bromwich Albion vs Liverpool,win%,,,,,,,,55.50000000000001,,,,,30.2,,,,,,,
West Bromwich Albion vs Liverpool,loss%,,,,,,,,30.2,,,,,55.50000000000001,,,,,,,
West Bromwich Albion vs Liverpool,tie%,,,,,,,,14.299999999999999,,,,,14.299999999999999,,,,,,,
West Bromwich Albion vs Liverpool,avg_goles,,,,,,,,3.359,,,,,2.548,,,,,,,
West Bromwich Albion vs Liverpool,avg_tiros,,,,,,,,11.777,,,,,16.072,,,,,,,
West Bromwich Albion vs Liverpool,avg_pases,,,,,,,,221.46,,,,,364.319,,,,,,,
West Bromwich Albion vs Liverpool,avg_quites,,,,,,,,105.51,,,,,93.943,,,,,,,
West Bromwich Albion vs Manchester United,win%,,,,,,,,37.0,,,,,,46.400000000000006,,,,,,
West Bromwich Albion vs Manchester United,loss%,,,,,,,,46.400000000000006,,,,,,37.0,,,,,,
West Bromwich Albion vs Manchester United,tie%,,,,,,,,16.6,,,,,,16.6,,,,,,
West Bromwich Albion vs Manchester United,avg_goles,,,,,,,,3.214,,,,,,3.455,,,,,,
West Bromwich Albion vs Manchester United,avg_tiros,,,,,,,,11.825,,,,,,13.531,,,,,,
West Bromwich Albion vs Manchester United,avg_pases,,,,,,,,228.784,,,,,,358.994,,,,,,
West Bromwich Albion vs Manchester United,avg_quites,,,,,,,,104.331,,,,,,95.222,,,,,,
West Bromwich Albion vs Norwich City,win%,,,,,,,,40.400000000000006,,,,,,,43.6,,,,,
West Bromwich Albion vs Norwich City,loss%,,,,,,,,43.6,,,,,,,40.400000000000006,,,,,
West Bromwich Albion vs Norwich City,tie%,,,,,,,,16.0,,,,,,,16.0,,,,,
West Bromwich Albion vs Norwich City,avg_goles,,,,,,,,2.973,,,,,,,3.014,,,,,
West Bromwich Albion vs Norwich City,avg_tiros,,,,,,,,13.424,,,,,,,13.002,,,,,
West Bromwich Albion vs Norwich City,avg_pases,,,,,,,,275.291,,,,,,,240.689,,,,,
West Bromwich Albion vs Norwich City,avg_quites,,,,,,,,112.555,,,,,,,103.89,,,,,
West Bromwich Albion vs Southampton,win%,,,,,,,,80.80000000000001,,,,,,,,11.899999999999999,,,,
West Bromwich Albion vs Southampton,loss%,,,,,,,,11.899999999999999,,,,,,,,80.80000000000001,,,,
West Bromwich Albion vs Southampton,tie%,,,,,,,,7.3,,,,,,,,7.3,,,,
West Bromwich Albion vs Southampton,avg_goles,,,,,,,,6.942,,,,,,,,3.633,,,,
West Bromwich Albion vs Southampton,avg_tiros,,,,,,,,10.189,,,,,,,,16.501,,,,
West Bromwich Albion vs Southampton,avg_pases,,,,,,,,224.648,,,,,,,,329.842,,,,
West Bromwich Albion vs Southampton,avg_quites,,,,,,,,99.845,,,,,,,,118.373,,,,
West Bromwich Albion vs Stoke City,win%,,,,,,,,40.300000000000004,,,,,,,,,43.8,,,
West Bromwich Albion vs Stoke City,loss%,,,,,,,,43.8,,,,,,,,,40.300000000000004,,,
West Bromwich Albion vs Stoke City,tie%,,,,,,,,15.9,,,,,,,,,15.9,,,
West Bromwich Albion vs Stoke City,avg_goles,,,,,,,,2.881,,,,,,,,,3.041,,,
West Bromwich Albion vs Stoke City,avg_tiros,,,,,,,,13.082,,,,,,,,,10.438,,,
West Bromwich Albion vs Stoke City,avg_pases,,,,,,,,241.549,,,,,,,,,244.92,,,
West Bromwich Albion vs Stoke City,avg_quites,,,,,,,,112.034,,,,,,,,,135.101,,,
West Bromwich Albion vs Sunderland,win%,,,,,,,,58.3,,,,,,,,,,25.8,,
West Bromwich Albion vs Sunderland,loss%,,,,,,,,25.8,,,,,,,,,,58.3,,
West Bromwich Albion vs Sunderland,tie%,,,,,,,,15.9,,,,,,,,,,15.9,,
West Bromwich Albion vs Sunderland,avg_goles,,,,,,,,3.296,,,,,,,,,,2.315,,
West Bromwich Albion vs Sunderland,avg_tiros,,,,,,,,14.456,,,,,,,,,,11.556,,
West Bromwich Albion vs Sunderland,avg_pases,,,,,,,,266.484,,,,,,,,,,235.779,,
West Bromwich Albion vs Sunderland,avg_quites,,,,,,,,115.714,,,,,,,,,,113.377,,
West Bromwich Albion vs Swansea City,win%,,,,,,,,44.6,,,,,,,,,,,39.1,
West Bromwich Albion vs Swansea City,loss%,,,,,,,,39.1,,,,,,,,,,,44.6,
West Bromwich Albion vs Swansea City,tie%,,,,,,,,16.3,,,,,,,,,,,16.3,
West Bromwich Albion vs Swansea City,avg_goles,,,,,,,,3.023,,,,,,,,,,,2.874,
West Bromwich Albion vs Swansea City,avg_tiros,,,,,,,,10.96,,,,,,,,,,,14.658,
West Bromwich Albion vs Swansea City,avg_pases,,,,,,,,229.271,,,,,,,,,,,371.71,
West Bromwich Albion vs Swansea City,avg_quites,,,,,,,,103.565,,,,,,,,,,,91.165,
West Bromwich Albion vs Tottenham Hotspur,win%,,,,,,,,22.7,,,,,,,,,,,,64.7
West Bromwich Albion vs Tottenham Hotspur,loss%,,,,,,,,64.7,,,,,,,,,,,,22.7
West Bromwich Albion vs Tottenham Hotspur,tie%,,,,,,,,12.6,,,,,,,,,,,,12.6
West Bromwich Albion vs Tottenham Hotspur,avg_goles,,,,,,,,2.351,,,,,,,,,,,,3.774
West Bromwich Albion vs Tottenham Hotspur,avg_tiros,,,,,,,,10.69,,,,,,,,,,,,20.262
West Bromwich Albion vs Tottenham Hotspur,avg_pases,,,,,,,,256.683,,,,,,,,,,,,277.599
West Bromwich Albion vs Tottenham Hotspur,avg_quites,,,,,,,,108.535,,,,,,,,,,,,98.441
West Ham United vs Wigan Athletic,win%,,,,,,,,,42.0,41.0,,,,,,,,,,
West Ham United vs Wigan Athletic,loss%,,,,,,,,,41.0,42.0,,,,,,,,,,
West Ham United vs Wigan Athletic,tie%,,,,,,,,,17.0,17.0,,,,,,,,,,
West Ham United vs Wigan Athletic,avg_goles,,,,,,,,,2.754,2.706,,,,,,,,,,
West Ham United vs Wigan Athletic,avg_tiros,,,,,,,,,11.203,17.415,,,,,,,,,,
West Ham United vs Wigan Athletic,avg_pases,,,,,,,,,235.596,320.849,,,,,,,,,,
West Ham United vs Wigan Athletic,avg_quites,,,,,,,,,130.638,80.069,,,,,,,,,,
West Ham United vs Aston Villa,win%,,,,,,,,,56.49999999999999,,29.599999999999998,,,,,,,,,
West Ham United vs Aston Villa,loss%,,,,,,,,,29.599999999999998,,56.49999999999999,,,,,,,,,
West Ham United vs Aston Villa,tie%,,,,,,,,,13.900000000000002,,13.900000000000002,,,,,,,,,
West Ham United vs Aston Villa,avg_goles,,,,,,,,,3.796,,2.875,,,,,,,,,
West Ham United vs Aston Villa,avg_tiros,,,,,,,,,14.148,,14.216,,,,,,,,,
West Ham United vs Aston Villa,avg_pases,,,,,,,,,242.397,,231.867,,,,,,,,,
West Ham United vs Aston Villa,avg_quites,,,,,,,,,141.49,,111.125,,,,,,,,,
West Ham United vs Chelsea,win%,,,,,,,,,39.800000000000004,,,43.4,,,,,,,,
West Ham United vs Chelsea,loss%,,,,,,,,,43.4,,,39.800000000000004,,,,,,,,
West Ham United vs Chelsea,tie%,,,,,,,,,16.8,,,16.8,,,,,,,,
West Ham United vs Chelsea,avg_goles,,,,,,,,,3.151,,,3.296,,,,,,,,
West Ham United vs Chelsea,avg_tiros,,,,,,,,,13.061,,,17.687,,,,,,,,
